접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품_x,수리비용,수리비용청구여부,제조년,접수년,수리부품_y,부품공급업체,Q.C담당
SL21717,2021-05-28,2020-07-22,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, B사출 , 이수현 
SL21718,2021-05-07,2020-03-01,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021,MAIN Pcb Board, C테크놀러지 , 이수현 
SL21719,2021-06-04,2021-05-12,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL21720,2023-01-01,2022-05-22,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2023,스위치 PCB Board Ass'y, B텍 , 김민지 
SL21721,2022-10-01,2021-06-12,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022,컨넥터 Ass'y, C텍 , 김민지 
SL21722,2023-03-26,2022-06-19,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2023,Battery, C파워 , 이수현 
SL21723,2021-10-08,2021-02-04,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, B텍 , 이수현 
SL21724,2022-12-13,2022-11-19,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 이수현 
SL21725,2022-07-15,2021-12-02,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL21726,2022-01-17,2020-10-25,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2022,케이스, A케이스 , 김민지 
SL21727,2023-03-17,2023-03-10,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 김민지 
SL21728,2022-10-11,2021-10-06,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022,컨넥터 Ass'y, A케이블 , 김민지 
SL21729,2023-02-17,2022-01-17,기능,버튼,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2022,2023,MAIN Pcb Board, C테크놀러지 , 이수현 
SL21730,2022-12-11,2022-08-14,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL21731,2022-06-18,2021-04-05,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 김민지 
SL21732,2022-10-20,2022-03-30,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL21733,2021-12-13,2021-09-19,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, A케이스 , 이수현 
SL21734,2022-11-27,2022-11-21,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL21735,2023-04-24,2022-07-17,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, B패널 , 이수현 
SL21736,2021-07-26,2020-08-13,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2020,2021,Battery, A리튬 , 김민지 
SL21737,2021-06-13,2020-11-03,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2020,2021,컨넥터 Ass'y, A케이블 , 김민지 
SL21738,2023-04-19,2022-04-10,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2022,2023,컨넥터 Ass'y, A케이블 , 김민지 
SL21739,2022-05-06,2022-05-04,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 이수현 
SL21740,2022-04-07,2022-03-21,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, A테크 , 김민지 
SL21741,2021-10-03,2020-08-08,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2020,2021,Battery, C파워 , 이수현 
SL21742,2023-02-24,2023-02-02,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 이수현 
SL21743,2021-10-14,2021-08-10,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, A테크 , 이수현 
SL21744,2022-08-09,2021-12-09,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 김민지 
SL21745,2022-12-15,2022-12-05,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL21746,2021-10-20,2021-10-12,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, A액정 , 김민지 
SL21747,2021-09-18,2021-06-17,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2021,SMPS Pcb Board, B텍 , 김민지 
SL21748,2021-10-31,2021-10-07,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL21749,2022-06-02,2022-03-11,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2022,SMPS Pcb Board, B텍 , 이수현 
SL21750,2022-05-25,2022-05-03,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 이수현 
SL21751,2021-07-30,2021-07-06,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 이수현 
SL21752,2021-12-06,2021-01-13,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2021,2021,Fuse, A상사 , 김민지 
SL21753,2022-07-01,2022-06-19,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL21754,2022-05-03,2021-04-16,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022,컨넥터 Ass'y, A케이블 , 김민지 
SL21755,2021-11-17,2020-10-16,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 이수현 
SL21756,2021-06-05,2020-11-23,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, C코닝 , 이수현 
SL21757,2022-05-03,2021-08-23,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL21758,2022-12-20,2021-12-04,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL21759,2022-04-11,2021-09-10,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, B텍 , 이수현 
SL21760,2023-05-05,2023-04-06,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, C코닝 , 이수현 
SL21761,2021-07-10,2021-05-20,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, C코닝 , 이수현 
SL21762,2023-05-08,2022-09-22,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2023,컨넥터 Ass'y, C텍 , 이수현 
SL21763,2021-11-17,2021-07-04,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2021,Battery, A리튬 , 김민지 
SL21764,2022-07-28,2022-06-29,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL21765,2023-04-17,2023-03-07,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2023,2023,케이스, B사출 , 김민지 
SL21766,2022-08-17,2022-07-08,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL21767,2022-03-02,2020-12-24,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2022,케이스, A케이스 , 김민지 
SL21768,2022-07-18,2021-04-02,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022,컨넥터 Ass'y, B통신 , 김민지 
SL21769,2022-09-05,2021-11-24,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2021,2022,Fuse, B파츠 , 김민지 
SL21770,2023-02-06,2023-01-10,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2023,2023,케이스, A케이스 , 이수현 
SL21771,2022-05-28,2022-05-18,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, A액정 , 김민지 
SL21772,2022-06-26,2022-04-07,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2022,Fuse, B파츠 , 이수현 
SL21773,2023-03-04,2023-02-20,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, C커버 , 김민지 
SL21774,2022-08-15,2022-01-24,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022,Battery, B전지 , 이수현 
SL21775,2021-12-15,2021-04-17,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, B사출 , 김민지 
SL21776,2021-10-07,2020-11-15,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, C커버 , 김민지 
SL21777,2021-09-06,2021-01-20,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, A테크 , 김민지 
SL21778,2023-01-03,2022-08-15,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, A케이스 , 김민지 
SL21779,2022-07-23,2022-07-18,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL21780,2022-08-16,2022-06-13,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL21781,2021-10-15,2021-09-20,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 이수현 
SL21782,2023-03-19,2023-03-10,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 이수현 
SL21783,2021-07-10,2021-03-05,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2021,컨넥터 Ass'y, B통신 , 김민지 
SL21784,2021-05-23,2021-04-03,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2021,Battery, C파워 , 김민지 
SL21785,2023-02-20,2022-05-06,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, B패널 , 김민지 
SL21786,2023-03-23,2022-06-08,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2023,컨넥터 Ass'y, B통신 , 김민지 
SL21787,2021-06-16,2021-06-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL21788,2023-02-21,2022-01-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, B사출 , 이수현 
SL21789,2023-05-10,2023-04-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, A액정 , 김민지 
SL21790,2022-05-14,2021-05-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 이수현 
SL21791,2022-05-09,2021-01-24,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2021,2022,Battery, A리튬 , 이수현 
SL21792,2022-03-07,2022-02-17,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL21793,2021-12-16,2021-10-18,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL21794,2022-09-16,2022-08-29,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, A케이스 , 이수현 
SL21795,2022-11-04,2021-10-26,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 이수현 
SL21796,2021-06-21,2020-11-18,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2020,2021,액정 Ass'y, B패널 , 이수현 
SL21797,2022-12-10,2021-12-21,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL21798,2022-04-25,2022-03-22,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, A액정 , 김민지 
SL21799,2022-11-14,2022-09-01,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, B사출 , 김민지 
SL21800,2021-06-08,2020-04-26,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 김민지 
SL21801,2022-11-06,2022-10-24,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 김민지 
SL21802,2022-02-03,2021-05-08,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, A테크 , 김민지 
SL21803,2022-05-07,2021-07-08,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 이수현 
SL21804,2022-12-01,2021-12-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 이수현 
SL21805,2021-08-03,2021-07-12,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, B패널 , 김민지 
SL21806,2023-02-14,2022-09-02,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, C커버 , 이수현 
SL21807,2022-11-04,2021-08-09,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022,컨넥터 Ass'y, B통신 , 김민지 
SL21808,2022-05-17,2022-01-15,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, A테크 , 김민지 
SL21809,2021-06-04,2020-10-01,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, B패널 , 김민지 
SL21810,2023-04-02,2023-03-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 김민지 
SL21811,2021-12-24,2021-07-23,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2021,컨넥터 Ass'y, A케이블 , 김민지 
SL21812,2022-06-24,2021-08-01,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL21813,2022-04-29,2021-10-26,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL21814,2023-03-05,2022-07-25,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, A케이스 , 김민지 
SL21815,2022-10-24,2022-03-16,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022,컨넥터 Ass'y, A케이블 , 이수현 
SL21816,2023-05-12,2022-03-31,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, A액정 , 이수현 
SL21817,2022-01-22,2021-07-24,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, B패널 , 김민지 
SL21818,2021-12-29,2021-12-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL21819,2021-12-05,2021-06-08,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, B패널 , 김민지 
SL21820,2021-07-17,2020-09-18,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 김민지 
SL21821,2021-06-14,2020-09-14,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2020,2021,SMPS Pcb Board, B텍 , 김민지 
SL21822,2021-05-30,2021-05-04,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, A액정 , 김민지 
SL21823,2022-12-23,2022-01-01,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2022,2022,컨넥터 Ass'y, B통신 , 이수현 
SL21824,2022-12-03,2022-01-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, B패널 , 김민지 
SL21825,2022-05-21,2022-05-13,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL21826,2022-10-31,2022-07-16,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL21827,2022-11-18,2021-12-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, B사출 , 김민지 
SL21828,2022-05-10,2021-10-30,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022,Fuse, B파츠 , 김민지 
