접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
SL21787,2021-06-16,2021-06-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21788,2023-02-21,2022-01-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21789,2023-05-10,2023-04-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21790,2022-05-14,2021-05-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21791,2022-05-09,2021-01-24,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
SL21792,2022-03-07,2022-02-17,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL21793,2021-12-16,2021-10-18,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21794,2022-09-16,2022-08-29,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21795,2022-11-04,2021-10-26,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21796,2021-06-21,2020-11-18,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL21797,2022-12-10,2021-12-21,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21798,2022-04-25,2022-03-22,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21799,2022-11-14,2022-09-01,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21800,2021-06-08,2020-04-26,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21801,2022-11-06,2022-10-24,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21802,2022-02-03,2021-05-08,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL21803,2022-05-07,2021-07-08,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21804,2022-12-01,2021-12-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21805,2021-08-03,2021-07-12,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21806,2023-02-14,2022-09-02,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21807,2022-11-04,2021-08-09,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
SL21808,2022-05-17,2022-01-15,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL21809,2021-06-04,2020-10-01,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21810,2023-04-02,2023-03-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21811,2021-12-24,2021-07-23,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL21812,2022-06-24,2021-08-01,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21813,2022-04-29,2021-10-26,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL21814,2023-03-05,2022-07-25,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21815,2022-10-24,2022-03-16,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL21816,2023-05-12,2022-03-31,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21817,2022-01-22,2021-07-24,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL21818,2021-12-29,2021-12-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21819,2021-12-05,2021-06-08,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21820,2021-07-17,2020-09-18,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21821,2021-06-14,2020-09-14,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL21822,2021-05-30,2021-05-04,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21823,2022-12-23,2022-01-01,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL21824,2022-12-03,2022-01-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21825,2022-05-21,2022-05-13,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21826,2022-10-31,2022-07-16,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21827,2022-11-18,2021-12-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21828,2022-05-10,2021-10-30,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL21829,2021-10-06,2021-09-26,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21830,2023-02-09,2021-11-07,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21831,2022-08-30,2022-05-20,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21832,2023-03-30,2022-08-28,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21833,2022-06-27,2022-01-28,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21834,2022-04-20,2022-03-30,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21835,2021-07-18,2020-12-13,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL21836,2022-04-03,2021-09-29,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL21837,2021-10-19,2020-08-27,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21838,2023-03-10,2023-03-01,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21839,2022-09-11,2022-06-28,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL21840,2021-06-14,2020-08-21,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL21841,2021-12-23,2021-12-12,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21842,2022-04-09,2020-12-24,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21843,2022-06-09,2022-04-08,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL21844,2023-03-09,2022-09-01,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL21845,2023-01-10,2023-01-03,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21846,2022-03-16,2021-03-01,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL21847,2023-04-02,2023-02-20,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21848,2021-10-04,2021-03-07,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21849,2021-11-25,2021-11-21,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21850,2022-03-15,2021-02-03,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL21851,2023-01-01,2022-06-30,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL21852,2021-08-04,2020-04-26,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL21853,2021-10-02,2021-05-24,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL21854,2023-05-05,2023-01-29,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL21855,2023-05-10,2023-02-01,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL21856,2023-05-14,2023-04-20,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21857,2021-11-28,2021-09-27,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21858,2022-04-14,2022-04-03,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21859,2021-08-24,2021-03-01,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21860,2023-02-02,2022-12-13,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21861,2021-12-08,2021-11-11,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21862,2021-09-21,2021-07-30,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21863,2023-02-16,2022-01-24,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
SL21864,2021-09-08,2021-02-20,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL21865,2021-10-17,2021-09-25,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21866,2021-06-22,2021-05-30,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21867,2021-07-27,2020-07-17,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL21868,2022-01-01,2021-06-16,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL21869,2023-02-01,2022-04-29,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21870,2021-09-16,2020-07-04,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
SL21871,2021-11-02,2021-10-04,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21872,2022-08-14,2022-07-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21873,2022-09-11,2022-09-03,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21874,2022-10-11,2022-09-28,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21875,2021-05-27,2020-04-03,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21876,2022-07-16,2022-06-02,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL21877,2022-01-03,2020-09-17,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL21878,2021-07-16,2021-06-23,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21879,2021-07-27,2021-01-23,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL21880,2022-12-10,2022-05-26,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21881,2022-11-19,2022-10-30,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21882,2021-12-30,2020-12-17,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21883,2022-11-07,2022-10-28,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21884,2022-01-03,2020-09-28,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL21885,2021-05-22,2020-02-29,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL21886,2021-07-07,2020-11-29,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL21887,2022-08-02,2022-06-27,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL21888,2022-08-04,2022-07-21,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21889,2023-03-27,2022-01-27,기능,버튼,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL21890,2023-02-06,2022-12-20,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL21891,2022-05-16,2021-09-12,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21892,2021-10-31,2021-10-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21893,2022-05-05,2022-04-11,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21894,2023-04-16,2022-02-03,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
SL21895,2021-06-15,2020-04-06,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21896,2021-08-31,2021-08-11,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21897,2022-06-22,2022-02-18,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21898,2022-08-24,2021-10-22,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21899,2023-03-06,2022-03-24,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21900,2021-07-29,2020-10-13,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL21901,2022-01-10,2021-06-26,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL21902,2023-04-07,2022-07-14,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21903,2021-05-25,2020-05-27,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21904,2022-02-16,2020-10-29,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL21905,2021-07-16,2020-09-03,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21906,2022-07-03,2022-05-31,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21907,2023-04-16,2022-05-10,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21908,2023-01-20,2022-12-30,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21909,2021-10-09,2020-10-09,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL21910,2023-02-23,2022-08-10,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21911,2022-09-25,2022-07-26,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21912,2023-01-14,2023-01-12,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21913,2023-03-15,2022-12-30,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21914,2022-09-10,2021-12-21,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL21915,2022-12-06,2022-04-15,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL21916,2023-05-28,2022-06-23,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL21917,2022-10-19,2021-09-06,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL21918,2022-07-12,2022-04-23,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21919,2021-09-06,2021-08-07,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL21920,2022-06-12,2022-05-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21921,2022-05-24,2021-03-05,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21922,2021-05-26,2021-05-10,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL21923,2023-05-29,2022-09-04,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21924,2021-11-27,2021-10-09,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL21925,2022-08-11,2021-06-14,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21926,2023-03-06,2022-01-02,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21927,2023-04-10,2022-08-04,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21928,2023-01-05,2022-05-17,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21929,2022-03-29,2021-09-02,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL21930,2021-09-03,2020-10-08,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21931,2021-06-07,2020-09-11,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL21932,2021-07-21,2020-08-07,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21933,2022-12-01,2022-02-12,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL21934,2021-11-27,2021-03-11,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL21935,2023-04-14,2022-11-03,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
