,접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부,제조년,접수년
200,SL21760,2023-05-05,2023-04-06,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
201,SL21761,2021-07-10,2021-05-20,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
202,SL21762,2023-05-08,2022-09-22,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2023
203,SL21763,2021-11-17,2021-07-04,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2021
204,SL21764,2022-07-28,2022-06-29,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
205,SL21765,2023-04-17,2023-03-07,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2023,2023
206,SL21766,2022-08-17,2022-07-08,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2022,2022
207,SL21767,2022-03-02,2020-12-24,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2022
208,SL21768,2022-07-18,2021-04-02,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022
209,SL21769,2022-09-05,2021-11-24,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2021,2022
210,SL21770,2023-02-06,2023-01-10,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2023,2023
211,SL21771,2022-05-28,2022-05-18,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
212,SL21772,2022-06-26,2022-04-07,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2022
213,SL21773,2023-03-04,2023-02-20,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
214,SL21774,2022-08-15,2022-01-24,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022
215,SL21775,2021-12-15,2021-04-17,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
216,SL21776,2021-10-07,2020-11-15,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
217,SL21777,2021-09-06,2021-01-20,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
218,SL21778,2023-01-03,2022-08-15,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
219,SL21779,2022-07-23,2022-07-18,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
220,SL21780,2022-08-16,2022-06-13,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
221,SL21781,2021-10-15,2021-09-20,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
222,SL21782,2023-03-19,2023-03-10,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
223,SL21783,2021-07-10,2021-03-05,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2021
224,SL21784,2021-05-23,2021-04-03,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2021
225,SL21785,2023-02-20,2022-05-06,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
226,SL21786,2023-03-23,2022-06-08,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2023
227,SL21787,2021-06-16,2021-06-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
228,SL21788,2023-02-21,2022-01-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
229,SL21789,2023-05-10,2023-04-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
230,SL21790,2022-05-14,2021-05-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
231,SL21791,2022-05-09,2021-01-24,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2021,2022
232,SL21792,2022-03-07,2022-02-17,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2022,2022
233,SL21793,2021-12-16,2021-10-18,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
234,SL21794,2022-09-16,2022-08-29,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
235,SL21795,2022-11-04,2021-10-26,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
236,SL21796,2021-06-21,2020-11-18,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2020,2021
237,SL21797,2022-12-10,2021-12-21,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
238,SL21798,2022-04-25,2022-03-22,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
239,SL21799,2022-11-14,2022-09-01,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
240,SL21800,2021-06-08,2020-04-26,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
241,SL21801,2022-11-06,2022-10-24,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
242,SL21802,2022-02-03,2021-05-08,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022
243,SL21803,2022-05-07,2021-07-08,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
244,SL21804,2022-12-01,2021-12-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
245,SL21805,2021-08-03,2021-07-12,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
246,SL21806,2023-02-14,2022-09-02,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
247,SL21807,2022-11-04,2021-08-09,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022
248,SL21808,2022-05-17,2022-01-15,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022
249,SL21809,2021-06-04,2020-10-01,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
250,SL21810,2023-04-02,2023-03-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
251,SL21811,2021-12-24,2021-07-23,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2021
252,SL21812,2022-06-24,2021-08-01,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
253,SL21813,2022-04-29,2021-10-26,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022
254,SL21814,2023-03-05,2022-07-25,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
255,SL21815,2022-10-24,2022-03-16,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022
256,SL21816,2023-05-12,2022-03-31,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
257,SL21817,2022-01-22,2021-07-24,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022
258,SL21818,2021-12-29,2021-12-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
259,SL21819,2021-12-05,2021-06-08,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
260,SL21820,2021-07-17,2020-09-18,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
261,SL21821,2021-06-14,2020-09-14,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2020,2021
262,SL21822,2021-05-30,2021-05-04,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
263,SL21823,2022-12-23,2022-01-01,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2022,2022
264,SL21824,2022-12-03,2022-01-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
265,SL21825,2022-05-21,2022-05-13,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
266,SL21826,2022-10-31,2022-07-16,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
267,SL21827,2022-11-18,2021-12-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
268,SL21828,2022-05-10,2021-10-30,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022
269,SL21829,2021-10-06,2021-09-26,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
270,SL21830,2023-02-09,2021-11-07,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2023
271,SL21831,2022-08-30,2022-05-20,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
272,SL21832,2023-03-30,2022-08-28,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
273,SL21833,2022-06-27,2022-01-28,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
274,SL21834,2022-04-20,2022-03-30,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
275,SL21835,2021-07-18,2020-12-13,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2020,2021
276,SL21836,2022-04-03,2021-09-29,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022
277,SL21837,2021-10-19,2020-08-27,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
278,SL21838,2023-03-10,2023-03-01,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
279,SL21839,2022-09-11,2022-06-28,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2022
280,SL21840,2021-06-14,2020-08-21,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2020,2021
281,SL21841,2021-12-23,2021-12-12,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
282,SL21842,2022-04-09,2020-12-24,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2022
283,SL21843,2022-06-09,2022-04-08,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2022
284,SL21844,2023-03-09,2022-09-01,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2023
285,SL21845,2023-01-10,2023-01-03,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
286,SL21846,2022-03-16,2021-03-01,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
287,SL21847,2023-04-02,2023-02-20,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2023,2023
288,SL21848,2021-10-04,2021-03-07,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
289,SL21849,2021-11-25,2021-11-21,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
290,SL21850,2022-03-15,2021-02-03,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
291,SL21851,2023-01-01,2022-06-30,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2023
292,SL21852,2021-08-04,2020-04-26,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2020,2021
293,SL21853,2021-10-02,2021-05-24,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2021
294,SL21854,2023-05-05,2023-01-29,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023
295,SL21855,2023-05-10,2023-02-01,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023
296,SL21856,2023-05-14,2023-04-20,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
297,SL21857,2021-11-28,2021-09-27,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
298,SL21858,2022-04-14,2022-04-03,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
299,SL21859,2021-08-24,2021-03-01,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
300,SL21860,2023-02-02,2022-12-13,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
301,SL21861,2021-12-08,2021-11-11,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
302,SL21862,2021-09-21,2021-07-30,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
303,SL21863,2023-02-16,2022-01-24,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2022,2023
304,SL21864,2021-09-08,2021-02-20,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2021
305,SL21865,2021-10-17,2021-09-25,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
306,SL21866,2021-06-22,2021-05-30,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
307,SL21867,2021-07-27,2020-07-17,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2021
308,SL21868,2022-01-01,2021-06-16,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2022
309,SL21869,2023-02-01,2022-04-29,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
310,SL21870,2021-09-16,2020-07-04,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2020,2021
311,SL21871,2021-11-02,2021-10-04,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
312,SL21872,2022-08-14,2022-07-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
313,SL21873,2022-09-11,2022-09-03,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
314,SL21874,2022-10-11,2022-09-28,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
315,SL21875,2021-05-27,2020-04-03,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
316,SL21876,2022-07-16,2022-06-02,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2022,2022
317,SL21877,2022-01-03,2020-09-17,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2020,2022
318,SL21878,2021-07-16,2021-06-23,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
319,SL21879,2021-07-27,2021-01-23,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2021
320,SL21880,2022-12-10,2022-05-26,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
321,SL21881,2022-11-19,2022-10-30,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
322,SL21882,2021-12-30,2020-12-17,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
323,SL21883,2022-11-07,2022-10-28,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
324,SL21884,2022-01-03,2020-09-28,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2020,2022
325,SL21885,2021-05-22,2020-02-29,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021
326,SL21886,2021-07-07,2020-11-29,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2020,2021
327,SL21887,2022-08-02,2022-06-27,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022
328,SL21888,2022-08-04,2022-07-21,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
329,SL21889,2023-03-27,2022-01-27,기능,버튼,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2022,2023
330,SL21890,2023-02-06,2022-12-20,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023
331,SL21891,2022-05-16,2021-09-12,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
332,SL21892,2021-10-31,2021-10-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
333,SL21893,2022-05-05,2022-04-11,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
334,SL21894,2023-04-16,2022-02-03,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2022,2023
335,SL21895,2021-06-15,2020-04-06,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
